Ticari İsim,Etken Madde,Formulasyon,Kategori ID
AVENTURA 250 WG (İMAL),%25 Spinetoram,WG (Suda Dağılabilen Granül),6
SUNCOPPER 50 WP (İMAL),%50 Metalik bakıra eşdeğer bakır oksiklorid,WP(Sadece bakırlı preparatlar) (Islanabilir toz),6
ALLİGATOR (İMAL),100 g/l Cycloxydim,EC (Emülsiye Olabilen Konsantre),6
MEBUTAL (İTHAL),%70 Metribuzin,WG (Suda Dağılabilen Granül),6
KİNG'S FEAST 40 SG (İTHAL),%40 Gibberellic Acid,SG (Suda Çözünen Granül),6
BİOPHEROPOİNT FRO (İTHAL),5 mg Neryl S-2-methylbutanoate + Mavi yapışkan tuzak,--- (-),6
BİOPHEROPOİNT TUA (İTHAL),"1 mg (%95 E3, Z8, Z11-Tetradecatrienyl Acetate+% 5 E3, Z8-Tetradecatrienyl Acetate)",--- (-),6
IPOMAN 20 SC (İMAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NARINCI (İMAL),220 g/l Spirotetramat + 100 g/l Pyriproxyfen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
INPLANNER (İMAL),"228,6 g/l Spiromesifen + 11,4 g/l Abamectin",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NIPIGON 100 SC (İMAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RAZENGA 120 SC (İMAL),120 g/l Spinetoram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BUSTAC (İTHAL),240 g/l Methoxyfenozide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
XANTEN 800 (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
MAGRIS (İTHAL),"0,0075 g Lambda cyhalothrin +%74,75 Ammonium acetate+%8,31 Trimethylamine hydrochloride+%0,33 1,4Diaminobutane+Tuzak",--- (-),6
TOMBSTONE (İMAL),125 g/l Azoxystrobin + 125 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TEAMSPRAY (İTHAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
VACCIPLANT (İTHAL),45 g/l Laminarin,SL (Suda Çözünen Konsantre),6
SPİRTNEY (İTHAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
CRUZADO WG (İMAL),%50 Boscalid,WG (Suda Dağılabilen Granül),6
ANTVON 25 EC (İMAL),25 g/l Deltamethrin,EC (Emülsiye Olabilen Konsantre),6
HOEDUS (İMAL),"312,5 g/l S-Metolachlor + 187,5 g/l Terbuthylazine",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROYPLAN (İMAL),225 g/l Isoxaflutole + 90 g/l Thiencarbazone-methyl + 150 g/l Cyprosulfamide (safener),SC (Akıcı Konsantre/Süspansiyon Konsantre),6
STARİCA (İMAL),480 g/l Mesotrione,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ETERYUM SC 465 (İMAL),225 g/l Isoxaflutole + 90 g/l Thiencarbazone-methyl + 150 g/l Cyprosulfamide (safener),SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ATHUM 360 SC (İMAL),300 g/l Methoxyfenozide + 60 g/l Spinetoram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROYHAN EC (İMAL),250 g/l Flurochloridone,EC (Emülsiye Olabilen Konsantre),6
DİXİON (İMAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
ABG WOODY (İMAL),%20 Tebufenpyrad,WP (Islanabilir Toz),6
TAİTONA OD (İMAL),"37,5 g/l Mesotrione + 15 g/l Nicosulfuron",OD (Yağda Dağılabilen),6
ABG STORR (İMAL),100 g/l Cycloxydim,EC (Emülsiye Olabilen Konsantre),6
KOBLENZ 222 SC (İMAL),222 g/l Flubendiamide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EVEROLE (İTHAL),100 g/l Clopyralid,SL (Suda Çözünen Konsantre),6
ANZO 35 DS (İMAL),%35 Metalaxyl,DS (Kuru Tohum İlacı),6
RAGANA (İMAL),%80 Captan,WG (Suda Dağılabilen Granül),6
HELİCOPP (İMAL),"65,82 g/l Metalik bakıra eşdeğer bakır sülfat",SC (Sadece bakırlı preparatlar) ( (Akıcı Konsantre/Süspansiyon Konsantre)),6
BUSHNELL (İMAL),300 g/l Cyprodinil,EC (Emülsiye Olabilen Konsantre),6
TRENDEX (İMAL),360 g/l Hymexazole,SL (Suda Çözünen Konsantre),6
MAK-BLUMIX BORDO (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Bordo Bulamacı) (Islanabilir Toz),6
CİLLER (İMAL),200 g/l Boscalid + 100 g/l Kresoxim-methyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TSUMURA (İMAL),125 g/l Tefuryltrione + 120 g/l Oxaziclomefone + 60 g/l Penoxsulam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ONUDİS OD 66 (İTHAL),44 g/l Tembotrione + 22 g/l Isoxadifen-ethyl (safener),OD (Yağda Dağılabilen),6
ABG TİSAN (İMAL),400 g/l Bentazone + 60 g/l MCPA,SL (Suda Çözünen Konsantre),6
RIDOWN (İTHAL),480 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
KİMBLE WG 85 (İMAL),%85 Pyroxasulfone,WG (Suda Dağılabilen Granül),6
SAFA MASTER (İMAL),"45 g/l Pinoxaden + 5 g/l Florasulam + 11,25 g/l Cloquintocet-mexyl (safener)",EC (Emülsiye Olabilen Konsantre),6
ROYULUS 400 EW (İMAL),267 g/l Prochloraz + 133 g/l Tebuconazole,"EW (Emülsiyon, Suda Yağ)",6
ROYSALM OD (İMAL),30 g/l Mesosulfuron methyl + 6 g/l Iodosulfuron-methyl-sodium + 90 g/l Mefenpyr diethyl (safener),OD (Yağda Dağılabilen),6
FLUANTIN (İTHAL),"25,2 g/l Penoxsulam",OD (Yağda Dağılabilen),6
ARDEAT (İMAL),%85 Pyroxasulfone,WG (Suda Dağılabilen Granül),6
MORETTA OD (İMAL),30 g/l Mesosulfuron methyl + 6 g/l Iodosulfuron-methyl-sodium + 90 g/l Mefenpyr diethyl (safener),OD (Yağda Dağılabilen),6
TACOMEN 66 OD (İMAL),44 g/l Tembotrione + 22 g/l Isoxadifen-ethyl (safener),OD (Yağda Dağılabilen),6
KİNG'S GLORY (İTHAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MINTAKA (İMAL),800 g/l Prosulfocarb + 80 g/l Metribuzin,EC (Emülsiye Olabilen Konsantre),6
BOTRES (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
GERARDO (İMAL),"12,5 g/l Fludioxonil + 5 g/l Metalaxyl",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PATRONOGEN (İMAL),480 g/l Mesotrione,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TRALOKS 20 WG (İMAL),%20 Flubendiamide,WG (Suda Dağılabilen Granül),6
SAMSARA 40 OD (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
ROY-X (İMAL),"480 g/l Bentazone + 22,4 g/l Imazamox",SL (Suda Çözünen Konsantre),6
FULL LOAD (İMAL),"30 g/l Clodinafop-propargyl + 7,5 g/l Florasulam + 30 g/l Pinoxaden + 7,5 Cloquintocet-mexyl (Safener)",EC (Emülsiye Olabilen Konsantre),6
SEPRAIN (İTHAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
JANİSSARY 500 WG (İMAL),%50 Sulfoxaflor,WG (Suda Dağılabilen Granül),6
REDMİX SC (İMAL),100 g/l Lambda-cyhalothrin + 100 g/l Lufenuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DUCALE (İMAL),200 g/l Bromoxynil octanoate + 200 g/l MCPA,EC (Emülsiye Olabilen Konsantre),6
PECTOWN (İTHAL),%75 Tribenuron-methyl,WG (Suda Dağılabilen Granül),6
KUYOSH 120 OD (İMAL),30 g/l Mesosulfuron-methyl + 90 g/l Mefenpyr-diethyl (safener),OD (Yağda Dağılabilen),6
STUARD 20 EC (İMAL),200 g/l Esfenvalerate,EC (Emülsiye Olabilen Konsantre),6
DIMEAN (İTHAL),%25 Rimsulfuron,WG (Suda Dağılabilen Granül),6
CLOGOLD (İMAL),200 g/l Esfenvalerate,EC (Emülsiye Olabilen Konsantre),6
CANTONA (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
ZUMA (İMAL),%50 Cymoxanil,WP (Islanabilir Toz),6
TAKCAPTAN 500 SC (İMAL),500 g/l Captan,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MUNGAN (İMAL),%80 Captan,WG (Suda Dağılabilen Granül),6
ORİENTALİA %5 EW (İMAL),"51,3 g/l Cyflufenamid","EW (Emülsiyon, Suda Yağ)",6
ROLEN (İTHAL),240 g/l Oxyfluorfen,EC (Emülsiye Olabilen Konsantre),6
PESTSENTRY EC (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
PROTONE 20 SG (İTHAL),% 20 S-Absisik asit,SG (Suda Çözünen Granül),6
IMMETAR (İTHAL),40 g/l Imazamox,SL (Suda Çözünen Konsantre),6
CONDUCTOR 480 EC (İTHAL),480 g/l Clomazone,EC (Emülsiye Olabilen Konsantre),6
BEETROOT (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl-m,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
MAKROCK (İMAL),200 g/l Acetamiprid,SL (Suda Çözünen Konsantre),6
ODEGAARD SE (İMAL),"85 g/l Pyraclostrobin + 62,5 g/l Epoxiconazole",SE (Suspo-Emülsiyon),6
ROYTACO SE (İMAL),270 g/l Terbuthylazine + 64 g/l Pendimethalin,SE (Suspo-Emülsiyon),6
NOVAMEC 20 SC (İMAL),20 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CLOTOX (İMAL),%50 Captan,WP (Islanabilir Toz),6
RUSTEND (İMAL),%50 Cymoxanil,WP (Islanabilir Toz),6
FİLYOS (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
"STARELLA 116,2 EC (İMAL)","116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
CARICE 240 EC (İMAL),240 g/l Clodinafop-propargyl + 60 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
OPİCON 25 SL (İMAL),25 g/l Imazamox,SL (Suda Çözünen Konsantre),6
SONTAKIPP 61 WG (İMAL),%30 Foramsulfuron + %1 Iodosulfuron methyl-sodium + %30 Isoxadifen-ethyl (safener),WG (Suda Dağılabilen Granül),6
FORIDE (İTHAL),250 g/l Flurochloridone,EC (Emülsiye Olabilen Konsantre),6
WALTER 765 SC (İMAL),720 g/l Ethephon + 45 g/l Cyclanilide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LAFONTENCE OD (İMAL),30 g/l Mesosulfuron-methyl + 90 g/l Mefenpyr-diethyl (safener),OD (Yağda Dağılabilen),6
POCERA 200 SL (İMAL),200 g/l Acetamiprid,SL (Suda Çözünen Konsantre),6
TENEDOS (İMAL),240 g/l Metaflumizone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROYAGMA OF 120 (İMAL),30 g/l Mesosulfuron-methyl + 90 g/l Mefenpyr-diethyl (safener),OD (Yağda Dağılabilen),6
MAYUCA 320 SC (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MERINDO (İTHAL),"%3 Mesosulfuron-methyl + %0,6 Iodosulfuron-methyl sodium + %9 Mefenpeyr-diethyl (safener)",WG (Suda Dağılabilen Granül),6
NODUTUS (İMAL),75 g/l Mesotrione + 30 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
LİNMORE (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
SUV-AGRİ 360 SC (İMAL),300 g/l Methoxyfenozide + 60 g/l Spinetoram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BUXOM 80 WP (İMAL),%80 Fosetyl-Al,WP (Islanabilir Toz),6
LEBEDUS 50 EC (İMAL),500 g/l Pirimiphos methyl,EC (Emülsiye Olabilen Konsantre),6
RETAMAR EC (İMAL),250 g/l Piperonly Butoxide + 25 g/l Deltamethrin,EC (Emülsiye Olabilen Konsantre),6
ORKAN 500 SC (İMAL),500 g/l Diflufenican,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
OMANYTE 800 (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
OPRAH (İMAL),120 g/l Deltamethrin,EC (Emülsiye Olabilen Konsantre),6
ROYMECH 50 EC (İMAL),50 g/l Lufenuron,EC (Emülsiye Olabilen Konsantre),6
NEWDELECT (İMAL),"116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
ACLOVAP (İTHAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
JUNKO 50 CS (İMAL),50 g/l Lambda-cyhalothrin,CS (Kapsül Süspansiyon),6
SAFA STYLE (İMAL),300 g/l Pendimethalin + 60 g/l Flufenacet,EC (Emülsiye Olabilen Konsantre),6
FLEXCIDE (İTHAL),150 g/l Fluazifop-p-butyl,EC (Emülsiye Olabilen Konsantre),6
OKUSA (İTHAL),220 g/l Boscalid + 65 g/l Cyprodinil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DEFİLONE (İMAL),800 g/l Prosulfocarb,EC (Emülsiye Olabilen Konsantre),6
GREEDY (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
ROYFİX 50 SL (İMAL),50 g/l Mepiquat Chloride,SL (Suda Çözünen Konsantre),6
HASIL 20 WG (İMAL),%20 Flubendiamide,WG (Suda Dağılabilen Granül),6
MERFLURD (İTHAL),30 g/l Mesosulfuron-methyl + 90 g/l Mefenpyr-diethyl (safener),OD (Yağda Dağılabilen),6
HARMAN BORDO WP (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Bordo Bulamacı) (Islanabilir Toz),6
CLOGMA (İMAL),30 g/l Mesosulfuron-methyl + 90 g/l Mefenpyr-diethyl (safener),OD (Yağda Dağılabilen),6
BOLAMAN (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NEMATOZATE 900 EC (İMAL),900 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
ROYKUM 20 WP (İMAL),%20 Pyridaben,WP (Islanabilir Toz),6
KASAVAKİ (İMAL),"228,6 g/l Spiromesifen + 11,4 g/l Abamectin",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ENTOJEN (İMAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
STRADA (İMAL),45 g/l Pyroxsulam + 90 g/l Cloquintocet-mexyl (safener),OD (Yağda Dağılabilen),6
TAPURA (İMAL),20 g/l Abamectin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TAKİMSAN ESTER'H (İMAL),"480 g/l 2,4-D asite eşdeğer Isooctylester",EC (Emülsiye Olabilen Konsantre),6
GULET 108 EC (İMAL),108 g/l Haloxyfop-P-methyl ester,EC (Emülsiye Olabilen Konsantre),6
TOMARİS (İMAL),"85 g/l Pyraclostrobin + 62,5 g/l Epoxiconazole",SE (Suspo-Emülsiyon),6
HOORİ (İMAL),240 g/l Carfentrazone-ethyl,EC (Emülsiye Olabilen Konsantre),6
REVİNAL (İMAL),240 g/l Carfentrazone-ethyl,EC (Emülsiye Olabilen Konsantre),6
ROYZOX SC (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LANDEMİS SC 480 (İMAL),240 g/l Isoxaflutole +240 g/l Cyprosulfamide (safener),SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SILVZOLE (İTHAL),250 g/l Tebuconazole,EC (Emülsiye Olabilen Konsantre),6
PUKE (İMAL),%50 Flonicamid,WG (Suda Dağılabilen Granül),6
ROYVENTO (İMAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
GENITOP 70 WP (İMAL),%70 Thiophanate-methyl,WP (Islanabilir Toz),6
PICOCARB (İTHAL),"625 g/l Propamocarb-hydrochloride + 62,5 g/l Fluopicolide",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FONT (İMAL),%50 Flonicamid,WG (Suda Dağılabilen Granül),6
PRIAPUS (İMAL),%20 Pyridaben,WP (Islanabilir Toz),6
CLORITA (İMAL),200 g/l Chlorantraniliprole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ABAMET 18 EC (İTHAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
KOKYTOS 720 (İMAL),720 g/l Ethephon,SL (Suda Çözünen Konsantre),6
DİMİTSAL (İMAL),225 g/l Isoxaflutole + 90 g/l Thiencarbazone-methyl + 150 g/l Cyprosulfamide (safener),SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MOJAVE 1.8 EC (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
SKYROBİN (İTHAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VITMEDFLY (İTHAL),2 g Trimedlure + Delta tipi tuzak,--- (-),6
NOLON 25 WP (İTHAL),%25 Tebuconazole,WP (Islanabilir Toz),6
GENINT 50 WG (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
RUGANİL (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SFORZA (İTHAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ZALPUWA 250 SC (İMAL),250 g/l Mandipropamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SİMBA (İMAL),400 g/l Cyazofamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MORCAP 80 WG (İMAL),%80 Captan,WG (Suda Dağılabilen Granül),6
ZAARAKOS 62.5 WG (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
PERFURE (İTHAL),500 g/l Imazalil,EC (Emülsiye Olabilen Konsantre),6
GURNARD (İMAL),%70 Thiophanate-methyl,WP (Islanabilir Toz),6
PANOL 722 SL (İTHAL),722 g/l Propamocarb-hydrochloride,SL (Suda Çözünen Konsantre),6
MAVITROXI 361 SC (İTHAL),"361,1 g/l Metalik bakıra eşdeğer bakır hidroksit",SC (Sadece bakırlı preparatlar) ( (Akıcı Konsantre/Süspansiyon Konsantre)),6
STARLIGHT (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
OKTAV 405 SC (İMAL),310 g/l Pyrimethanil + 95 g/l Trifloxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CHONG 50 WG (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
LIONESS (İTHAL),180 g/l Metalik bakıra eşdeğer tribazik bakır sülfat + 120 g/l Metalik bakıra eşdeğer bakır hidroksit,SC (Sadece bakırlı preparatlar) ( (Akıcı Konsantre/Süspansiyon Konsantre)),6
PERLANTİS 45 EC (İMAL),45 g/l Pinoxaden + 20 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
ROYFURON OD (İMAL),75 g/l Mesotrione + 30 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
FROLLO (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
LEUKE (İMAL),"51,4 g/l Metalik Bakıra eşdeğer Yağ ve Rosin Asitlerinin Bakır Tuzları",EC (Emülsiye Olabilen Konsantre),6
CUPRA CARE 50 WP (İMAL),%50 Metalik bakıra eşdeğer bakır oksiklorid,WP(Sadece bakırlı preparatlar) (Islanabilir toz),6
NEKTEC (İTHAL),"7,8 g Amonyum asetat + 1,04 g Trimethylamine hydrochloride + 0,034 g Kadaverin (1,5-diaminopentane)+0,015 g Deltamethrin+ Tuzak",--- (-),6
RABİLOX 800 (İMAL),800 g/l Mineral Yağ,EC (Emülsiye Olabilen Konsantre),6
FRSKARAOK (İMAL),75 g/l Mesotrione + 30 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
ACS WEEDEND (İMAL),"69 g/l Fenoxaprop-p-ethyl + 34,5 g/l Cloquintocet-mexyl (safener)","EW (Emülsiyon, Suda Yağ)",6
LIEGE (İMAL),%35 Chlorantraniliprole,WG (Suda Dağılabilen Granül),6
GURSO 50 WG (İMAL),%50 Flonicamid,WG (Suda Dağılabilen Granül),6
HAVOC (İTHAL),240 g/l Clethodim,EC (Emülsiye Olabilen Konsantre),6
LAST GİBB 20 SL (İMAL),20 g/l Gibberellic acid,SL (Suda Çözünen Konsantre),6
EFDAL ATRAK (İMAL),%50 Dicamba + %25 Tritosulfuron,WG (Suda Dağılabilen Granül),6
DELGADO SE (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
LENTUT 70 WG (İMAL),%70 Dithianon,WG (Suda Dağılabilen Granül),6
FASTCUT 85 WG (İMAL),"%7,08 Pyroxsulam + %1,42 Florasulam + %7,08 Cloquintocet-mexyl (safener)",WG (Suda Dağılabilen Granül),6
ASTRİM 48 EC (İMAL),480 g/l Clomazone,EC (Emülsiye Olabilen Konsantre),6
JADA (İMAL),100 g/l Alpha-cypermethrin,EC (Emülsiye Olabilen Konsantre),6
WATTAN (İMAL),%12 Dithianon + %4 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
VİT TYP (İTHAL),"4120 mg Methylbutenol+2,5 mg Ipsdienol+200 mg Cis-Verbenol+Kanada tipi üç hunili tuzak",--- (-),6
CUMOX 500 SC (İMAL),375 g/l Pyrimethanil +125 g/l Fluopyram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
JARVIS 85 WG (İMAL),"%7,08 Pyroxsulam + %1,42 Florasulam + %7,08 Cloquintocet-mexyl (safener)",WG (Suda Dağılabilen Granül),6
GEFORMT EC 880 (İMAL),800 g/l Prosulfocarb + 80 g/l Metribuzin,EC (Emülsiye Olabilen Konsantre),6
TRANSOL SC (İMAL),"361,1 g/l Metalik bakıra eşdeğer bakır hidroksit",SC (Sadece bakırlı preparatlar) ( (Akıcı Konsantre/Süspansiyon Konsantre)),6
KASETTİN (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NIDELVA 250 SC (İMAL),125 g/l Azoxystrobin + 125 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CNIFE (İMAL),"75 g/l Azoxystrobin + 37,5 g/l Metalaxyl-m + 12,5 g/l Fludioxonil",FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
ŞAMAS (İMAL),200 g/l Fluopyram + 200 g/l Tebuconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CAVİNALİ (İMAL),400 g/l Cyazofamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DEGMENTE (İMAL),%35 Metalaxyl,DS (Kuru Tohum İlacı),6
NOCERINO (İMAL),"%30 Cymoxanil + %22,5 Famoxadone",WG (Suda Dağılabilen Granül),6
"ALONSİS 2,5 EC (İTHAL)",25 g/l Deltamethrin,EC (Emülsiye Olabilen Konsantre),6
WISDOM 250 EC (İTHAL),250 g/l Pyraclostrobin,EC (Emülsiye Olabilen Konsantre),6
BLADE SC 500 (İMAL),500 g/l İndaziflam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NOCETA WG (İMAL),"%26,7 Boscalid + %6,7 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
BURNLEY (İMAL),136 g/l Metalik bakıra eşdeğer bakır hidroksit + 136 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Sadece bakırlı preparatlar) ( (Akıcı Konsantre/Süspansiyon Konsantre)),6
NİLİPEC (İMAL),%14 Metalik bakıra eşdeğer bakır hidroksit + %14 Metalik bakıra eşdeğer bakır oksiklorid,"WG ""Sadece bakırlı preparatlar"" (Suda Dağılabilen Granül)",6
TRAMPET 5 EW (İMAL),"51,3 g/l Cyflufenamid","EW (Emülsiyon, Suda Yağ)",6
RICKY EW (İMAL),"51,3 g/l Cyflufenamid","EW (Emülsiyon, Suda Yağ)",6
RIVALDO 500 SC (İMAL),500 g/l Metrafenone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PUKKA 500 SC (İMAL),500 g/l Metrafenone,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SHOGUN 700 SC (İMAL),700 g/l Kükürt,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ZONTO 10 SC (İMAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AZKER (İMAL),44 g/l Tembotrione + 22 g/l Isoxadifen-ethyl (safener),OD (Yağda Dağılabilen),6
"FULLFILL 687,5 SC (İMAL)","625 g/l Propamocarb-hydrochloride + 62,5 g/l Fluopicolide",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FRSJUNO (İMAL),450 g/l Prochloraz,EC (Emülsiye Olabilen Konsantre),6
LAMPE (İMAL),100 g/l Tetraconazole,EC (Emülsiye Olabilen Konsantre),6
MENTA MASTER PRO (İMAL),267 g/l Prochloraz + 133 g/l Tebuconazole,"EW (Emülsiyon, Suda Yağ)",6
NAYROBİ (İMAL),%25 Thiophanate-methyl + %15 Etridiazole,WP (Islanabilir Toz),6
VALFENE 400 EW (İMAL),267 g/l Prochloraz + 133 g/l Tebuconazole,"EW (Emülsiyon, Suda Yağ)",6
IMADAX (İMAL),500 g/l İndaziflam,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FUNARIUM (İMAL),500 g/l Fluometuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ALTUVA (İMAL),%60 Diflufenican + %6 Metsulfuron-methyl,WG (Suda Dağılabilen Granül),6
BONFİRE WP (İMAL),"%22,5 Metalik bakıra eşdeğer bordo bulamacı + %3 Cymoxanil",WP(Sadece bakırlı preparatlar) (Islanabilir toz),6
PESARO 80 WG (İTHAL),%80 Kükürt,WG (Suda Dağılabilen Granül),6
CUPRAZZA 700 SC (İMAL),700 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Sadece bakırlı preparatlar) ( (Akıcı Konsantre/Süspansiyon Konsantre)),6
MEPEAK (İTHAL),%55 Metiram + %5 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
LEGNU 320 SC (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
GENADRIS 25 SC (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
HAMERON WG (İMAL),%75 Sulfosulfuron + %5 Metsulfuron-methyl,WG (Suda Dağılabilen Granül),6
LAUSENOL 30 SC (İMAL),300 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TAKONHOL 320 SC (İMAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ALETA (İMAL),%50 Flonicamid,WG (Suda Dağılabilen Granül),6
